"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z49GBB3F","journalArticle","2022","Zhang, Qiang; Yang, Qifan; Zhang, Xujuan; Wei, Wei; Bao, Qiang; Su, Jinqi; Liu, Xueyan","A multi-label waste detection model based on transfer learning","Resources, Conservation and Recycling","","","","","","2022","2022-03-17 01:34:20","2022-03-25 15:56:36","","106235","","","181","","","","","","","","","","","","","","","","","Publisher: Elsevier","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2022-A multi-label waste detection model based on transfer learning.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSGLG5Z3","journalArticle","2018","Bobulski, J.; Piatkowski, J.","PET waste classification method and plastic waste database - WaDaBa","Advances in Intelligent Systems and Computing","","","10.1007/978-3-319-68720-9_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031420204&doi=10.1007%2f978-3-319-68720-9_8&partnerID=40&md5=cdab6891637afe694a50cb43329e34ef","The main purpose of this work was creation of a plastic waste database of images of objects constituting the typical contents of municipal waste. This group of waste, by using methods of Computer Vision can be automatically selected on the sorting lines businesses for waste disposal. Digital images of items that will be received for processing should reflect the specific conditions of places where real objects have to be found. Thus, each thing is placed in this database should be presented in the course of several collections of images, taking into account different lighting conditions and different arrangement relative to the image recorder, and the different degree of deformation of these objects as a result of previous processes. Images created in the collection will be divided into groups based on the type of material from which individual objects were made. An second main aim of the article is to present the method of plastic waste selection based on histogram analysis. The method has to be fast so that it can be used in a waste sorting plant. © 2018, Springer International Publishing AG.","2018","2022-03-17 01:34:24","2022-03-25 15:56:36","","57-64","","","681","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2018-PET waste classification method and plastic waste database - WaDaBa.pdf","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U87PGQYD","journalArticle","2021","Zhang, S.; Chen, Y.; Yang, Z.; Gong, H.","Computer Vision Based Two-stage Waste Recognition-Retrieval Algorithm for Waste Classification","Resources, Conservation and Recycling","","","10.1016/j.resconrec.2021.105543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102150533&doi=10.1016%2fj.resconrec.2021.105543&partnerID=40&md5=97842cdc977fbb20f6430a0de0f85823","The main objective of this study is to classify domestic waste via computer vision and sort it automatically according to the four-category regulation. A novel two-stage Waste Recognition-Retrieval algorithm (W2R) is proposed. Its first stage was to train a Recognition Model (RegM) recognizing waste into one of thirteen subcategories. The second stage was to construct the Recognition-Retrieval Model (RevM) classifying the recognized subcategory into one of four categories. Meanwhile, a one-stage waste Classification Model (ClfM) was trained as a comparison. Both best-performing models were selected and installed respectively onto the automatic sorting machine for contrast experiment classifying a set of waste. The machine consisted of three main modules: the Computer-Vision Module, the Sorting Module, and the Customized Module. It was also a platform for data collection. Ten participants also classified and sorted the same set of waste in the experiment of Manual Sorting (MS). The experimental results show that the average accuracy of the RevM, 94.71% ± 1.69, was significantly higher than that of the ClfM-VGG, 69.66% ± 3.43, and that of the MS, 72.50% ± 11.37. © 2021 Elsevier B.V.","2021","2022-03-17 01:34:23","2022-03-25 15:56:23","","","","","169","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Computer Vision Based Two-stage Waste Recognition-Retrieval Algorithm for Waste Classification.pdf","","Q3; SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3V8RX8G","journalArticle","2021","Kroell, N.; Chen, X.; Maghmoumi, A.; Koenig, M.; Feil, A.; Greiff, K.","Sensor-based particle mass prediction of lightweight packaging waste using machine learning algorithms","Waste Management","","","10.1016/j.wasman.2021.10.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117696392&doi=10.1016%2fj.wasman.2021.10.017&partnerID=40&md5=d2bdc83ba780adad4e37ca98448862d5","Sensor-based material flow characterization (SBMC) promises to improve the performance of future-generation sorting plants by enabling new applications like automatic quality monitoring or process control. Prerequisite for this is the derivation of mass-based material flow characteristics from pixel-based sensor data, which requires known individual particle masses. Since particle masses cannot be measured inline, the prediction of particle masses of lightweight packaging (LWP) waste using machine learning (ML) algorithms is investigated. Five LWP material classes were sampled, preprocessed, and scanned on a custom-made test rig, resulting in a dataset containing 3D laser triangulation (3DLT) images, RGB images, and corresponding masses of n = 3,830 particles. Based on 66 extracted shape measurements, six ML models were trained for particle mass prediction (PMP). Their performance was compared with two state-of-the-art reference models using (i) material-specific mean particle masses and (ii) grammages. Obtained particle masses showed a high variation and significant differences between material classes and particle size classes. After feature selection, both reference models achieving R2-scores of (i) 0.422 ± 0.121 and (ii) 0.533 ± 0.224 were outperformed by all investigated ML models. A random forest regressor with an R2-score of 0.763 ± 0.091 and a normalized mean absolute error of 0.243 ± 0.050 achieved the most accurate PMP. In contrast to studies on primary raw materials, PMP of LWP waste is challenging due to influences of packaging design and post-consumer disposal behavior. ML algorithms are a promising approach for PMP that outperform state-of-the-art methods by 43% higher R2-scores. © 2021 Elsevier Ltd","2021","2022-03-17 01:34:20","2022-03-25 15:56:23","","253-265","","","136","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Sensor-based particle mass prediction of lightweight packaging waste using machine learning algorithms.pdf","","Q3; SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFCPEY37","conferencePaper","2018","Mahat, Sazali; Yusoff, Siti Hajar; Zaini, Syasya Azra; Midi, Nur Shahida; Mohamad, Sarah Yasmin","Automatic Metal Waste Separator System In Malaysia","PROCEEDINGS OF THE 2018 7TH INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION ENGINEERING (ICCCE)","978-1-5386-6992-1","","","","Metal recycling is an issue that needs attention and should be practiced by people as it has many advantages to human and Earth. In order to get a metal from Earth, the process called mining are needed where it can harm our natural resources due to depletion of the area to be mined. If the process is not controlled, most of the areas on Earth will have huge excavation holes. So, people should be responsible to prevent this from happening to preserve the environment in a good quality by recycling the metal material. By metal recycling, it can save an energy and resources as it can reduce the demand for raw materials, hence maintain the natural resources for the future. The proposed automatic metal waste separation system is intended to ease the people to separate the waste material. Besides, it will make the metal recycling industry work easier because the metal waste is already isolated at garbage collection side. The purpose of the project is to design a system to separate the metal recyclable household waste automatically and record the data waste collected. There are total of four detectors used to separate the non-metal, steel, copper and aluminum metal waste. The average time used to complete metal separation process by using the proposed prototype is 14.5 seconds. This project includes a mechanical part, programming part and an electronic design. The system will be programmed using Arduino Mega as a microcontroller to control all the electronic component in the system.","2018","2022-03-17 01:34:19","2022-03-25 15:56:23","","366-371","","","","","","","","","","","Int Islamic Univ Malaysia, Fac Engn, Dept Elect & Comp Engn; IEEE Instrumentat & Measurement Soc, Malaysia Chapter","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2018-Automatic Metal waste separator system in Malaysia.pdf","","SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CY6BSJNU","conferencePaper","2017","Chandramohan, A.; Mendonca, J.; Shankar, N.R.; Baheti, N.U.; Krishnan, N.K.; Suma, M.S.","Automated Waste Segregator","Proceedings - 2014 Texas Instruments India Educators Conference, TIIEC 2014","","","10.1109/TIIEC.2014.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018453699&doi=10.1109%2fTIIEC.2014.009&partnerID=40&md5=126b5491a4e4be571dbf01eede3c72f8","Rapid increase in volume and types of solid and hazardous waste due to continuous economic growth, urbanization and industrialization, is becoming a burgeoning problem for national and local governments to ensure effective and sustainable management of waste. It is estimated that in 2006 the total amount of municipal solid waste generated globally reached 2.02 billion tones, representing a 7% annual increase since 2003 (Global Waste Management Market Report 2007). The segregation, handling, transport, and disposal of waste needs to be properly managed to minimize the risk to the health and safety of patients, the public, and the environment. The economic value of waste is best realized when it is segregated. Currently, there is no such system of segregation of dry, wet and metallic wastes at the household level. This paper proposes an Automated Waste Segregator (AWS) which is a cheap, easy to use solution for a segregation system for household use, so that it can be sent directly for processing. It is designed to sort the refuse into metallic waste, wet waste and dry waste. The AWS employs parallel resonant impedance sensing mechanism to identify metallic items, and capacitive sensors to distinguish between wet and dry waste. Experimental results show that the segregation of waste into metallic, wet and dry waste has been successfully implemented using the AWS. © 2014 IEEE.","2017","2022-03-17 01:34:19","2022-03-25 15:56:23","","1-6","","","","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2017-Automated Waste Segregator.pdf","","SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"556G6MR9","conferencePaper","2018","Maulana, F.R.; Widyanto, T.A.S.; Pratama, Y.; Mutijarsa, K.","Design and Development of Smart Trash Bin Prototype for Municipal Solid Waste Management","Proceeding - 2018 International Conference on ICT for Smart Society: Innovation Toward Smart Society and Society 5.0, ICISS 2018","","","10.1109/ICTSS.2018.8550013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060101831&doi=10.1109%2fICTSS.2018.8550013&partnerID=40&md5=c0ecfe233d6295103339ae243b9c923f","This paper describe the design and development of waste management system intended for municipal areas. One of the classical city problems is the habits of its people who do not care about cleanliness of their environment. Awareness of how to throw and manage garbage in a good manner is still not become an important consideration. The government doesn't have yet the efficient waste management system. Waste management system based on information technology capable of handling waste management problems is needed to overcome this problems. In this work, a prototype of waste management system has been developed, especially for the solid waste, focusing on segregation and garbage collection phase. The system consists of three main subsystems: the hardware subsystem consist of trash bin equipped with sensors and communication system for monitoring the garbage status and controlling the garbage collection schedule. The other subsystems are data management and data visualization subsystem for management and analysis purposes. The prototype was built and tested. It shows that the system can operate well, their sensors can detect different type of garbage, also can send and display the garbage status to the management display station. The prototype can meet the needs that have been defined as part of urban waste management solution. © 2018 IEEE.","2018","2022-03-17 01:34:18","2022-03-25 15:56:23","","","","","","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2018-Design and Development of Smart Trash Bin Prototype for Municipal Solid Waste Management.pdf","","SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8ICD6X3","journalArticle","2019","Midi, N.S.; Rahmad, M.A.; Yusoff, S.H.; Mohamad, S.Y.","Recyclable waste separation system based on material classification using weight and size of waste","Bulletin of Electrical Engineering and Informatics","","","10.11591/eei.v8i2.1523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071362528&doi=10.11591%2feei.v8i2.1523&partnerID=40&md5=1c5b2e772955d37a2d7cbe64cfcdca2d","Insufficient landfills problem had increased the needs to decrease the waste and recycling them. However, despite the efforts done by the government and local authorities on promoting recycling culture by introducing new laws and regulations, the awareness and willingness among the community is still low. One of the possible reasons to this is lack of effort to categorize the waste into the designated category which are paper, glass, plastic and metal. In order to address this problem, it is important to design a system that will ease the process of categorizing the waste. This can be achieve by the automation of the said process. In this work, a system consist of an algorithm and hardware to automatically categorize recyclable waste is proposed. The proposed system are utilizing weight sensor and ultrasonic sensors in order to capture the characteristics of the waste item, which are weight and size so that it can be categorized into paper, glass, plastic and metal. Here, a sytem to automatically separate household waste item is presented by combining an algorithm with a set of hardware consist of minimal number of sensors, conveyer belt and servor motors. © 2019 Institute of Advanced Engineering and Science. All rights reserved.","2019","2022-03-17 01:34:18","2022-03-25 15:56:23","","477-487","","2","8","","","","","","","","","","","","","","","","","Number: 2","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2019-Recyclable waste separation system based on material classification using weight and size of waste.pdf","","SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HB2YKHN","journalArticle","2021","Kim, D.; Lee, S.; Park, M.; Lee, K.; Kim, D.-Y.","Designing of reverse vending machine to improve its sorting efficiency for recyclable materials for its application in convenience stores","Journal of the Air and Waste Management Association","","","10.1080/10962247.2021.1939811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110886641&doi=10.1080%2f10962247.2021.1939811&partnerID=40&md5=c4667e81d7323f3899f5d475f381bff5","Plastics have multiple applications in disposable products, high-end technology parts, etc., owing to their functionality and manufacturing flexibility. However, their increased use has increased the global proportion of plastic wastes, which creates a serious environmental issue, thereby, creating a demand for plastic waste management techniques. Improving the efficiency of resource recovery by appropriate sorting and collection systems is necessary for successful plastic recycling. Therefore, this study proposed a three-step optimization process of a reverse vending machine (RVM), a small automatic recyclable waste sorter/collector system, for acquiring an optimal design and enhanced efficiency. The RVM system categorized recyclable wastes as plastics, glass, and cans using barcode, vision, and near infrared sensors. The average sorting efficiency of the designed RVM system was 94%, 95% for polyethylene terephthalate, and 98% for glass bottles. Therefore, the RVM system, with the average sorting efficiency of 95%, is suitable for application in on-site sorting in small-sized areas, such as convenience stores, which generate wastes on a small scale. Implications: This study proposed a three-step optimization process of a reverse vending machine (RVM), a small automatic recyclable waste sorter/collector system, for acquiring an optimal design and enhanced efficiency. The RVM system is suitable for application in on-site sorting in small-sized areas, such as convenience stores, which generate wastes on a small scale. © 2021 A&WMA.","2021","2022-03-17 01:34:16","2022-03-25 15:56:23","","1312-1318","","10","71","","","","","","","","","","","","","","","","","Number: 10","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Designing of reverse vending machine to improve its sorting efficiency for recyclable materials for its application in convenience stores.pdf","","SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HRKYTLI","journalArticle","2021","Wilts, Henning; Garcia, Beatriz Riesco; Garlito, Rebeca Guerra; Gómez, Laura Saralegui; Prieto, Elisabet González","Artificial intelligence in the sorting of municipal waste as an enabler of the circular economy","Resources","","","","","","2021","2022-03-17 01:34:15","2022-03-25 15:56:23","","28","","4","10","","","","","","","","","","","","","","","","","Number: 4 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Artificial intelligence in the sorting of municipal waste as an enabler of the circular economy.pdf","","SASVAR; Q1; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NYMXL7Z","journalArticle","2019","Vo, Anh H; Vo, Minh Thanh; Le, Tuong; others","A novel framework for trash classification using deep transfer learning","IEEE Access","","","","","","2019","2022-03-24 16:23:22","2022-03-25 15:56:36","","178631–178639","","","7","","","","","","","","","","","","","","","","","Publisher: IEEE","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2019-A novel framework for trash classification using deep transfer learning.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMDMC262","journalArticle","2021","Liang, Shuang; Gu, Yu","A deep convolutional neural network to simultaneously localize and recognize waste types in images","Waste Management","","0956-053X","https://doi.org/10.1016/j.wasman.2021.03.017","https://www.sciencedirect.com/science/article/pii/S0956053X21001598","Accurate waste classification is key to successful waste management. However, most current studies have focused exclusively on single-label waste classification from images, which goes against common sense. In this paper, we move beyond single-label waste classification and propose a benchmark for evaluating the multi-label waste classification and localization tasks to advance waste management via deep learning-based methods. We propose a multi-task learning architecture (MTLA) based on a convolutional neural network, which can be used to simultaneously identify and locate wastes in images. The MTLA comprises a backbone network with proposed attention modules, a novel multi-level feature pyramid network, and a group of joint learning multi-task subnets. To achieve joint optimization of waste identification and location, we designed the loss functions according to the concepts of focusing and joint. The proposed MTLA achieved performance similar to that of experts and had high scores for multiple tasks related to waste management. Its F1 score exceeded 95.50% (95.12% to 95.88%, with a 95% confidence interval) on the multi-label waste classification task, and the average precision score was over 81.50% (@IoU = 0.5) on the waste localization task. To improve interpretation, heatmaps were used to visualize the salient features extracted by the MTLA. The proposed MTLA is a promising auxiliary tool that can improve the automation of waste management systems.","2021","2022-03-24 15:58:20","2022-03-25 15:56:36","","247-257","","","126","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021- A deep convolutional neural network to simultaneously localize and recognize waste types in images.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIWLTD8S","journalArticle","2021","Koskinopoulou, Maria; Raptopoulos, Fredy; Papadopoulos, George; Mavrakis, Nikitas; Maniadakis, Michail","Robotic Waste Sorting Technology: Toward a Vision-Based Categorization System for the Industrial Robotic Separation of Recyclable Waste","IEEE Robotics Automation Magazine","","","10.1109/MRA.2021.3066040","","","2021","2022-03-24 17:08:35","2022-03-25 15:56:23","","50-60","","2","28","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Robotic Waste Sorting Technology Toward a Vision-Based Categorization System for the Industrial Robotic Separation of Recyclable Waste.pdf","","Q3; SASVAR; Q1; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SED734NA","journalArticle","2020","Wang, Tao; Cai, Yuanzheng; Liang, Lingyu; Ye, Dongyi","A multi-level approach to waste object segmentation","Sensors","","","","","","2020","2022-03-24 18:53:10","2022-03-25 15:56:36","","3816","","14","20","","","","","","","","","","","","","","","","","Publisher: Multidisciplinary Digital Publishing Institute","","","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8S7JHHWK","journalArticle","2021","Kraft, Marek; Piechocki, Mateusz; Ptak, Bartosz; Walas, Krzysztof","Autonomous, onboard vision-based trash and litter detection in low altitude aerial images collected by an unmanned aerial vehicle","Remote Sensing","","","","","","2021","2022-03-24 18:40:05","2022-03-25 15:56:36","","965","","5","13","","","","","","","","","","","","","","","","","Publisher: Multidisciplinary Digital Publishing Institute","","","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BDV34U6","journalArticle","2020","Proença, Pedro F; Simões, Pedro","TACO: Trash annotations in context for litter detection","arXiv preprint arXiv:2003.06975","","","","","","2020","2022-03-24 18:33:48","2022-03-25 15:56:36","","","","","","","","","","","","","","","","","","","","","","","","","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P5PN3NA","journalArticle","2020","Hong, Jungseok; Fulton, Michael S; Sattar, Junaed","TrashCan 1.0 An Instance-Segmentation Labeled Dataset of Trash Observations","","","","","","","2020","2022-03-24 17:23:52","2022-03-25 15:56:36","","","","","","","","","","","","","","","","","","","","","","","","","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FR7G3CV","conferencePaper","2017","Bobulski, Janusz; Piatkowski, Jacek","PET waste classification method and plastic waste DataBase-WaDaBa","International Conference on Image Processing and Communications","","","","","","2017","2022-03-24 17:16:26","2022-03-25 15:56:36","","57–64","","","","","","","","","","","Springer","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2017-PET waste classification method and plastic waste DataBase-WaDaBa.pdf","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34MNA5FK","conferencePaper","2019","Frost, Sarah; Tor, Bryan; Agrawal, Rakshit; Forbes, Angus G","Compostnet: An image classifier for meal waste","2019 IEEE Global Humanitarian Technology Conference (GHTC)","","","","","","2019","2022-03-25 13:37:01","2022-03-25 15:56:36","","1–4","","","","","","","","","","","IEEE","","","","","","","","","","","/Users/usuario/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2019-Compostnet- An image classifier for meal waste.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKSFWZAG","journalArticle","2020","Panwar, Harsh; Gupta, PK; Siddiqui, Mohammad Khubeb; Morales-Menendez, Ruben; Bhardwaj, Prakhar; Sharma, Sudhansh; Sarker, Iqbal H","AquaVision: Automating the detection of waste in water bodies using deep transfer learning","Case Studies in Chemical and Environmental Engineering","","","","","","2020","2022-03-25 13:53:45","2022-03-25 15:56:36","","100026","","","2","","","","","","","","","","","","","","","","","Publisher: Elsevier","","/Users/usuario/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2020-AquaVision Automating the detection of waste in water bodies using deep transfer learning.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGP9KWSD","conferencePaper","2021","Longo, Edoardo; Sahin, Fatih Alperen; Redondi, Alessandro EC; Bolzan, Patrizia; Bianchini, Massimo; Maffei, Stefano","Take the trash out... to the edge. Creating a Smart Waste Bin based on 5G Multi-access Edge Computing","Proceedings of the Conference on Information Technology for Social Good","","","","","","2021","2022-03-25 14:09:24","2022-03-25 15:56:36","","55–60","","","","","","","","","","","","","","","","","","","","","","/Users/usuario/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Take the trash out to the edge Creating a Smart Waste Bin based on 5G Multi-access Edge Computing.pdf","","SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGHDB7TW","journalArticle","2021","Majchrowska, Sylwia; Miko\lajczyk, Agnieszka; Ferlin, Maria; Klawikowska, Zuzanna; Plantykow, Marta A; Kwasigroch, Arkadiusz; Majek, Karol","Waste detection in Pomerania: non-profit project for detecting waste in environment","arXiv preprint arXiv:2105.06808","","","","","","2021","2022-03-25 14:44:20","2022-03-25 15:56:36","","","","","","","","","","","","","","","","","","","","","","","","/Users/usuario/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Waste detection in Pomerania- non-profit project for detecting waste in environment.pdf","","Q3; SASVAR; Q2; Review; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
